molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"1q65_ligand",0,1,0,0,0,7,0,-2,293.386,1.590,557.868,234.116,217.064,73.909,32.779,952.120,4.500,7.500,0.0026545,0.0285191,0.8389982,28.161,10.307,19.886,15.486,-0.048,-1.689,-1.779,-5.216,21.596,-1.435,13.106,-6.650,7.937,0.337,4,-0.516,2,50.548,0.000,0.000,110.512,6,0,10,0,10,0,20,1,0.001
"1q54_ligand",1,0,0,3,0,11,3,-2,343.004,8.774,449.895,128.128,242.383,0.000,79.385,774.787,1.000,7.750,0.0993576,0.0172262,0.9067939,17.790,8.115,12.883,9.150,1.212,-0.560,-3.111,2.382,0.809,-1.870,1.261,-4.931,10.351,0.070,1,-1.594,1,32.399,0.000,0.000,140.017,8,0,0,0,0,0,16,1,1.108
"1q8t_ligand",0,1,0,0,0,4,0,0,247.339,6.099,517.795,237.810,110.562,169.422,0.000,886.843,3.000,5.000,0.0419441,0.0167253,0.8621285,28.387,9.104,16.595,11.306,1.394,-2.008,-1.530,-5.297,220.972,-0.271,107.037,-4.639,9.279,0.267,5,-0.144,3,77.068,0.000,0.000,71.426,4,0,12,0,12,6,18,0,0.056
"1q7a_ligand",0,0,0,0,0,4,1,-1,324.379,3.999,614.608,196.409,125.788,292.411,0.000,1079.526,1.000,5.750,0.0148131,0.0093556,0.8280479,37.273,11.399,17.042,10.289,2.724,-3.852,-4.478,-5.709,635.404,-0.901,303.019,-2.424,8.953,0.427,2,0.265,3,93.065,0.000,0.000,80.204,5,0,17,0,17,1,24,0,0.022
"1q5k_ligand",1,0,0,0,1,5,0,-2,308.311,9.977,551.008,139.684,175.936,191.531,43.856,924.527,2.000,5.250,0.1076652,0.0134746,0.8329522,29.464,10.060,17.016,11.974,1.316,-3.197,-3.383,-3.774,149.663,-1.321,161.325,-3.607,9.356,1.998,3,-0.422,3,73.583,0.000,19.144,114.586,8,0,11,0,11,0,21,0,0.048
"1q1g_ligand",0,1,0,0,0,4,0,-2,296.343,2.923,518.638,166.029,218.474,98.196,35.940,892.865,5.000,8.900,0.0095680,0.0383717,0.8646185,27.948,10.141,21.618,18.341,-0.798,-1.499,-1.388,-4.917,20.942,-1.139,13.192,-6.879,8.704,0.051,4,-0.600,2,45.914,0.000,0.000,125.059,7,0,14,0,14,4,20,1,0.001
"1pzi_ligand",0,0,0,0,0,10,1,-2,331.279,7.418,543.937,167.624,311.481,64.833,0.000,952.825,5.000,11.950,0.0577474,0.0491252,0.8609112,26.176,10.877,23.337,20.475,-1.708,-1.542,-1.910,-4.092,11.019,-2.841,3.786,-6.072,9.875,1.137,6,-1.030,2,35.594,0.000,0.000,168.057,10,0,12,0,12,5,23,1,0.008
"1pz5_ligand",17,1,0,2,8,30,0,-2,975.102,9.083,1333.591,559.812,505.805,215.714,52.260,2708.878,9.250,21.750,0.0304577,0.0496029,0.7046963,85.052,31.568,55.715,46.550,-3.621,-1.507,-4.115,6.545,0.000,-7.508,0.002,-9.264,7.995,-0.286,16,-3.064,1,0.000,0.000,139.753,442.835,24,3,14,0,14,0,67,2,0.000
"1pyn_ligand",7,0,0,2,1,17,1,-2,604.610,10.025,1020.257,458.470,318.075,243.712,0.000,1872.170,1.250,9.500,0.0536798,0.0104104,0.7200329,60.182,20.605,28.120,15.720,5.459,-7.325,-7.758,-2.235,0.347,-4.551,0.269,-4.891,9.377,0.315,6,0.367,1,11.818,0.000,30.893,240.994,14,3,12,0,12,0,43,2,0.000
"1pxp_ligand",2,0,0,0,0,3,0,0,325.431,0.935,612.648,299.054,59.160,219.324,35.109,1069.932,1.000,5.000,0.0008174,0.0081613,0.8257685,36.833,10.566,16.038,8.828,3.884,-5.288,-4.855,-5.397,2721.981,-0.110,2273.728,-1.549,7.755,1.201,6,0.428,3,100.000,0.000,0.000,45.699,5,0,17,0,17,0,23,0,0.047
"1pxo_ligand",0,0,0,0,0,4,0,-2,328.348,10.705,551.971,52.732,223.450,237.441,38.349,953.819,3.000,5.500,0.1201464,0.0172587,0.8489710,31.717,11.253,19.939,13.125,1.577,-3.617,-4.607,-5.108,75.323,-1.650,49.036,-4.417,8.617,1.164,5,-0.060,3,69.771,0.000,0.000,113.692,8,0,17,0,17,0,23,0,0.002
"1pxn_ligand",0,0,0,0,0,4,0,-1,313.376,4.118,566.149,148.758,127.541,251.741,38.109,975.148,3.000,5.250,0.0173938,0.0160616,0.8400036,32.707,10.856,18.264,12.358,2.415,-4.112,-4.406,-5.321,611.551,-0.789,470.186,-2.599,8.160,0.954,4,0.017,3,90.956,0.000,0.000,77.071,6,0,17,0,17,0,22,0,0.061
"1px4_ligand",0,0,0,0,0,7,0,-2,238.298,3.048,454.862,265.650,163.595,0.000,25.618,768.423,4.000,9.000,0.0120915,0.0395724,0.8919742,20.104,7.691,16.971,15.115,-0.553,-1.446,-1.024,-3.280,278.311,-1.166,171.509,-3.862,9.029,-0.083,5,-0.879,3,67.458,0.000,0.000,93.886,5,0,6,0,6,5,15,0,1.172
"1pvn_ligand",5,0,0,2,0,8,1,-2,339.198,8.537,517.753,112.701,396.189,4.608,4.255,892.529,5.000,16.100,0.0816488,0.0695326,0.8658797,24.472,10.514,25.719,25.109,-2.827,-1.257,-0.658,-0.109,0.111,-3.431,0.045,-8.037,10.289,1.596,4,-1.667,1,0.000,0.000,0.000,212.139,12,2,10,0,10,5,22,1,0.000
"1ps3_ligand",1,0,0,0,0,5,2,-2,232.193,9.392,397.556,106.596,290.961,0.000,0.000,666.147,5.000,12.300,0.1324058,0.0691817,0.9278549,17.295,7.900,21.509,20.990,-2.793,-1.404,-0.391,-2.699,17.247,-1.991,6.144,-6.402,9.764,-0.109,4,-0.873,2,32.724,0.000,0.000,158.106,8,0,9,0,9,5,16,1,0.004
"1pro_ligand",1,0,0,0,0,13,1,-2,583.683,4.279,773.559,258.085,131.265,384.208,0.000,1632.771,3.000,8.200,0.0112125,0.0183604,0.8668727,54.511,17.356,27.538,14.690,5.410,-5.097,-8.888,-5.518,563.780,-1.385,266.274,-1.337,8.653,-0.059,9,0.854,2,81.946,0.000,0.000,101.028,9,2,31,0,24,3,43,1,0.215
"1pr5_ligand",0,0,0,0,0,5,0,-2,266.256,9.295,477.498,95.962,243.433,138.103,0.000,800.093,5.000,9.300,0.1079927,0.0435509,0.8728793,23.974,9.466,21.773,18.844,-1.105,-1.928,-1.880,-4.248,48.689,-1.868,18.863,-5.039,8.099,-0.015,5,-0.794,2,50.678,0.000,0.000,127.896,8,0,14,0,14,4,19,0,0.029
"1ppm_ligand",3,0,0,1,2,16,2,-2,605.623,4.477,981.269,439.037,199.104,343.128,0.000,1867.371,1.750,12.250,0.0107314,0.0165146,0.7473616,61.581,20.138,30.020,18.624,4.008,-5.956,-5.986,-2.700,21.017,-2.777,15.481,-2.444,9.332,0.254,5,-0.329,1,48.168,0.000,23.722,185.430,12,2,12,0,12,0,42,2,0.002
"1ppl_ligand",1,0,0,1,3,18,2,-2,611.714,6.218,895.413,606.618,134.743,154.052,0.000,1882.923,1.750,12.250,0.0205322,0.0180980,0.8235623,59.114,17.700,29.057,17.100,3.778,-3.783,-5.108,0.809,69.464,-1.846,70.711,-1.732,9.385,0.133,5,-0.622,1,56.115,0.000,35.172,162.018,11,2,6,0,6,0,42,0,1.869
"1ppk_ligand",1,0,0,1,3,16,1,-2,519.617,6.010,887.262,726.713,160.548,0.000,0.000,1722.574,0.750,11.250,0.0209709,0.0109807,0.7832469,52.510,15.553,24.397,14.762,2.844,-3.916,-3.273,0.891,34.402,-2.145,38.457,-2.942,9.479,0.090,4,-0.859,1,58.143,0.000,42.769,163.884,10,1,0,0,0,0,35,0,0.072
"1ppi_ligand",16,1,0,0,0,28,4,-2,807.753,13.013,997.675,415.109,566.373,16.193,0.000,2037.640,17.000,40.600,0.0831109,0.1677881,0.7791016,57.568,24.941,68.262,64.795,-9.267,1.968,1.827,-5.910,0.011,-6.946,0.002,-11.275,9.513,0.001,17,-3.379,1,0.000,0.000,0.000,393.174,24,3,30,0,30,24,55,2,0.000
"1pph_ligand",0,0,1,0,1,9,0,-2,428.548,8.838,697.243,295.751,178.731,222.761,0.000,1316.345,3.250,8.250,0.0593361,0.0213310,0.8330936,42.875,13.993,24.318,16.408,2.235,-3.855,-4.643,-3.921,142.120,-1.696,86.856,-5.227,8.676,0.650,3,-0.147,3,78.560,0.000,18.635,113.361,7,0,18,0,18,5,30,0,0.000
"1ppc_ligand",0,0,1,0,2,11,0,-2,521.633,4.594,746.060,211.723,227.969,304.923,1.444,1473.738,3.500,10.000,0.0143195,0.0250761,0.8394698,48.674,16.354,27.454,19.029,1.636,-3.836,-5.384,-2.835,48.971,-2.253,27.671,-5.653,8.705,1.057,3,-0.448,2,53.813,0.000,18.107,150.126,9,1,22,0,22,5,37,0,0.000
"1pot_ligand",2,3,0,0,0,9,0,0,145.247,2.353,426.957,284.479,142.478,0.000,0.000,663.900,5.000,3.500,0.0083382,0.0183303,0.8620169,14.636,6.279,13.105,10.501,-1.332,2.000,2.318,-5.943,6.847,-0.460,3.065,-7.406,9.332,-2.514,5,-0.902,2,34.102,0.000,0.000,68.059,3,0,0,0,0,0,10,1,0.570
"1pkx_ligand",6,0,0,2,0,7,1,-2,364.208,18.070,581.595,79.909,452.939,43.856,4.891,967.805,6.000,15.100,0.3373843,0.0635963,0.8135855,28.502,11.994,31.778,26.617,-2.756,-2.161,-1.639,-1.143,0.032,-4.408,0.012,-9.041,9.108,0.373,3,-1.581,1,0.000,0.000,0.000,225.910,13,2,14,0,14,4,24,1,0.000
"1phw_ligand",0,0,0,2,0,7,1,-2,214.111,9.118,393.982,149.535,240.972,0.000,3.475,623.630,4.000,10.100,0.1333265,0.0512714,0.8959967,14.309,6.615,17.462,16.570,-1.103,-0.789,-0.467,0.400,3.296,-1.851,1.736,-5.289,10.219,0.264,3,-1.408,2,29.755,0.000,0.000,128.412,7,0,5,0,5,4,13,1,0.179
"1pgp_ligand",5,0,0,3,0,13,1,-2,276.136,2.775,522.176,102.519,416.132,0.000,3.525,820.313,6.000,12.800,0.0093844,0.0600439,0.8115857,18.328,9.866,21.993,22.335,-2.042,-0.902,-0.550,0.842,0.018,-4.423,0.008,-7.941,10.082,-0.243,4,-1.964,1,0.000,0.000,0.000,200.930,10,1,0,0,0,0,17,1,0.000
"1pfu_ligand",1,1,0,2,0,7,0,-1,185.177,8.322,389.996,164.279,178.131,0.000,47.586,609.224,4.000,6.500,0.1136700,0.0333337,0.8911623,13.732,6.284,14.944,12.603,-2.038,-0.443,0.159,-0.404,3.242,-0.838,3.290,-6.193,8.586,-0.110,2,-1.265,2,24.156,0.000,0.000,86.747,4,0,0,0,0,0,10,1,0.043
"1pdz_ligand",3,0,0,3,0,5,1,-2,156.032,6.741,330.739,37.330,288.519,0.000,4.891,475.956,3.000,7.000,0.0954866,0.0366584,0.8913680,9.683,5.033,12.502,12.665,-0.713,-0.486,-0.428,2.133,0.296,-2.147,0.166,-6.357,10.499,0.043,1,-1.532,1,13.294,0.000,0.000,124.525,6,0,0,0,0,0,9,1,0.022
"1pbq_ligand",0,0,0,1,0,2,0,-1,258.060,3.325,425.494,0.000,159.338,135.978,130.179,690.679,2.000,3.750,0.0160107,0.0124639,0.8880874,21.501,8.079,12.636,8.979,1.951,-3.026,-3.505,-2.184,77.357,-0.584,204.414,-3.785,9.234,1.630,1,-0.455,3,72.171,0.000,0.000,80.763,4,0,10,0,10,0,16,0,0.042
"1pb9_ligand",7,1,0,0,0,1,1,-1,102.093,4.749,261.745,82.917,178.827,0.000,0.000,371.304,3.000,5.200,0.0607401,0.0344101,0.9544953,8.063,3.740,10.169,10.861,-1.953,0.693,0.502,-2.994,49.771,-0.407,21.371,-6.782,9.725,-0.762,2,-0.799,2,45.884,0.000,0.000,83.528,4,0,5,0,5,2,7,0,0.083
"1pb8_ligand",7,1,0,1,0,4,0,-1,105.093,3.262,272.258,68.136,204.123,0.000,0.000,391.011,3.000,3.700,0.0272134,0.0235386,0.9498249,6.926,4.092,8.517,8.919,-3.325,0.303,0.581,-1.263,7.256,-0.788,3.391,-6.960,9.642,-0.993,4,-1.101,1,22.882,0.000,0.000,97.290,4,0,0,0,0,0,7,1,0.048
"1pa9_ligand",0,0,0,1,0,5,0,-2,235.168,7.812,393.118,0.000,280.691,110.193,2.234,624.023,2.000,6.250,0.0977953,0.0224839,0.8983442,16.661,7.234,13.254,11.307,-0.569,-1.034,-2.038,-1.895,5.466,-2.051,2.321,-5.824,9.941,1.137,2,-1.010,2,36.815,0.000,0.000,136.606,8,0,6,0,6,0,15,1,0.033
"1p57_ligand",0,0,1,0,0,4,0,-2,252.275,8.733,487.093,0.000,173.099,313.994,0.000,805.392,5.000,3.750,0.0946917,0.0172149,0.8594585,26.508,10.184,19.415,14.339,1.157,-2.546,-3.375,-5.304,226.155,-1.240,99.206,-5.282,8.426,0.667,1,-0.394,3,75.860,0.000,0.000,89.772,5,0,15,0,15,0,19,0,0.004
"1p19_ligand",5,0,0,2,0,7,1,-2,348.208,12.988,554.385,67.963,386.255,96.056,4.111,934.271,5.000,15.100,0.1805569,0.0609046,0.8336850,27.658,11.372,27.691,24.988,-2.275,-1.775,-1.393,-1.066,0.138,-3.553,0.057,-7.628,8.792,0.312,4,-1.610,1,0.000,0.000,0.000,195.080,12,1,14,0,14,4,23,1,0.000
"1p1q_ligand",1,1,0,1,0,4,1,-2,186.167,1.311,371.408,120.972,241.920,8.516,0.000,604.140,4.000,6.000,0.0028436,0.0323095,0.9305480,15.537,6.777,14.062,13.202,-3.001,-0.531,-0.253,-1.615,3.179,-1.142,1.390,-7.627,9.488,-0.008,5,-0.902,1,18.360,0.000,0.000,129.369,6,0,5,0,5,0,13,1,0.001
"1p1o_ligand",3,1,0,1,0,4,1,-2,189.127,5.585,332.542,54.667,277.875,0.000,0.000,535.044,4.000,7.000,0.0582937,0.0420999,0.9584685,12.690,6.544,14.574,14.280,-3.764,-0.249,-0.086,-1.123,1.450,-1.296,0.595,-8.319,10.201,0.204,3,-0.945,1,7.794,0.000,0.000,163.603,8,0,5,0,5,0,13,1,0.001
"1p1n_ligand",0,1,0,2,0,4,0,-1,213.233,4.031,422.757,204.332,196.409,22.016,0.000,713.044,3.000,5.500,0.0227870,0.0225337,0.9130302,20.024,7.277,13.959,11.151,-1.335,-1.190,-0.521,-0.155,2.175,-0.850,1.173,-6.740,9.805,-0.565,4,-0.852,1,25.169,0.000,0.000,108.808,5,0,5,0,5,4,15,1,0.003
"1oz0_ligand",15,0,0,4,0,21,2,-2,815.646,14.372,1001.769,151.562,648.231,198.501,3.475,2020.079,11.250,27.850,0.1022494,0.0932468,0.7714536,63.101,25.472,56.114,47.167,-2.504,-2.018,-5.268,1.053,0.000,-7.955,0.000,-10.751,8.856,0.706,7,-2.538,1,0.000,0.000,0.000,426.603,24,3,26,0,26,4,57,2,0.000
"1oyt_ligand",0,1,1,0,0,5,0,0,406.459,8.236,637.487,222.110,160.978,207.586,46.813,1193.721,3.000,6.500,0.0568289,0.0176605,0.8536805,40.391,12.295,22.391,13.470,2.582,-3.625,-4.628,-5.616,73.492,-0.697,58.778,-7.400,8.593,0.331,4,0.344,3,75.464,46.813,0.000,101.452,6,0,23,0,23,7,30,0,0.000
"1oyq_ligand",1,0,1,0,0,13,2,-2,525.609,5.323,886.756,336.643,210.314,339.799,0.000,1648.459,4.000,9.700,0.0171907,0.0218775,0.7610499,54.715,18.579,29.747,18.140,4.039,-6.406,-6.882,-7.019,100.344,-2.641,41.217,-5.013,8.386,0.620,5,0.466,1,73.459,0.000,0.000,140.324,10,1,24,3,21,3,39,1,0.000
"1oxr_ligand",1,0,0,1,0,2,1,-1,180.160,4.827,385.379,93.048,132.400,159.930,0.000,611.959,1.000,4.500,0.0380675,0.0116768,0.9045349,18.580,6.224,10.155,8.091,1.189,-1.717,-1.578,-2.032,139.300,-0.636,74.731,-3.204,10.120,0.738,0,-0.733,3,72.280,0.000,0.000,83.618,4,0,6,0,6,0,13,0,2.802
"1owh_ligand",0,1,1,0,0,7,0,-2,318.377,3.288,610.509,48.811,209.866,351.832,0.000,1041.656,6.000,5.000,0.0103798,0.0200610,0.8139961,34.398,13.160,23.191,17.178,1.179,-2.405,-3.133,-6.946,25.272,-1.572,10.272,-7.601,8.760,1.175,3,-0.232,2,45.994,0.000,0.000,107.959,5,1,16,0,16,0,24,0,0.000
"1owe_ligand",0,0,1,0,0,5,0,-2,289.336,9.074,561.571,0.000,148.687,412.884,0.000,951.023,4.000,4.000,0.0865712,0.0142458,0.8328266,32.638,11.840,20.082,13.586,2.438,-3.768,-4.175,-6.206,385.394,-1.167,176.507,-4.388,8.802,1.099,1,-0.025,3,87.505,0.000,0.000,80.891,4,0,16,0,16,0,22,0,0.002
"1oss_ligand",5,0,1,0,0,3,0,-1,120.154,4.604,315.002,0.000,103.322,211.680,0.000,473.530,3.000,1.500,0.0447638,0.0082478,0.9327174,12.892,5.616,9.500,7.829,0.650,-0.532,-1.201,-3.630,1037.756,-0.409,514.929,-4.453,8.626,0.258,0,-0.733,3,84.734,0.000,0.000,45.854,2,0,6,0,6,0,9,0,1.244
"1os5_ligand",1,0,0,0,0,9,1,-2,495.676,5.714,826.544,454.697,171.012,186.234,14.601,1568.311,3.500,5.500,0.0208183,0.0124489,0.7898057,52.609,16.256,25.954,12.702,5.441,-7.438,-7.761,-5.821,236.696,-1.771,125.288,-3.151,7.965,0.472,7,1.210,1,88.339,0.000,0.000,102.268,5,1,23,0,23,7,35,2,0.000
"1os0_ligand",1,1,0,2,1,14,0,-2,494.526,6.377,756.320,120.853,144.467,491.000,0.000,1485.823,4.250,9.750,0.0273674,0.0265762,0.8326025,49.008,17.360,28.460,19.970,1.725,-2.948,-4.564,-2.319,4.818,-1.271,3.996,-3.171,9.188,-0.177,7,-0.548,2,49.265,0.000,18.484,136.213,7,0,18,0,18,0,35,2,0.376
"1ork_ligand",2,2,0,0,0,9,0,-2,514.534,12.141,793.284,395.816,315.425,82.043,0.000,1473.428,3.000,12.000,0.1000443,0.0262007,0.7893857,47.817,15.470,28.580,18.560,0.185,-2.477,-3.401,-6.784,0.629,-2.557,0.210,-10.305,8.849,0.947,11,-0.115,1,0.000,0.000,0.000,215.291,12,3,18,0,18,6,37,2,0.000
"1onz_ligand",0,0,0,2,0,5,2,-2,351.315,2.126,540.464,0.000,234.232,306.232,0.000,981.495,3.000,7.750,0.0046069,0.0248368,0.8837373,32.839,11.950,20.021,15.621,1.895,-2.865,-4.217,-1.259,3.818,-1.737,1.948,-4.278,8.805,1.031,2,-0.617,2,48.455,0.000,0.000,133.330,7,0,16,0,16,0,26,1,0.025
"1ony_ligand",6,0,0,2,2,16,2,-2,590.647,2.414,923.968,372.311,368.324,183.025,0.308,1735.322,5.250,15.750,0.0033573,0.0390574,0.7558366,54.768,19.714,35.093,29.711,0.551,-2.729,-4.166,0.008,0.070,-4.698,0.083,-6.127,9.815,0.849,6,-1.478,1,0.000,0.000,58.712,244.183,13,3,12,0,12,0,41,1,0.001
"1om1_ligand",0,0,0,1,0,2,0,-2,292.293,6.496,532.331,48.864,175.055,308.412,0.000,894.825,2.000,4.500,0.0471580,0.0119549,0.8436107,31.318,10.308,16.527,11.209,2.537,-4.015,-4.334,-3.726,54.885,-1.197,27.308,-3.467,8.339,0.757,1,-0.085,3,72.934,0.000,0.000,93.633,5,0,17,0,17,0,22,0,0.010
"1olx_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1olu_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1ols_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1okl_ligand",0,0,0,0,0,3,0,-1,250.315,6.463,469.262,145.096,135.822,187.295,1.050,787.815,2.000,5.500,0.0530185,0.0165753,0.8790873,25.237,8.295,14.680,10.732,1.175,-2.600,-2.787,-4.382,510.392,-0.786,242.316,-3.075,9.098,1.301,1,-0.344,3,82.292,0.000,0.000,67.843,4,0,10,0,10,0,17,0,0.529
"1oif_ligand",2,1,0,0,0,4,0,-1,147.174,3.964,339.762,174.373,165.390,0.000,0.000,532.322,4.000,6.600,0.0295192,0.0388507,0.9349164,12.581,5.461,13.325,13.139,-1.594,0.394,0.498,-3.311,66.744,-0.541,29.347,-6.246,9.327,-2.351,3,-0.826,2,50.265,0.000,0.000,80.775,4,0,6,0,6,5,10,0,0.207
"1ohr_ligand",1,1,0,0,1,12,0,-1,567.785,6.569,950.630,508.143,97.558,322.642,22.287,1817.636,4.000,9.950,0.0237411,0.0209335,0.7576898,61.964,19.375,32.114,18.711,4.672,-6.062,-5.598,-6.343,239.209,-0.839,192.719,-3.091,8.855,0.488,5,0.570,2,83.917,0.000,11.166,103.849,7,1,22,0,22,9,40,1,0.000
"1ogz_ligand",0,0,0,0,0,1,0,0,266.339,3.746,499.071,219.678,99.845,179.548,0.000,875.544,1.000,2.750,0.0160308,0.0055102,0.8868587,29.958,8.666,12.800,6.773,3.131,-5.250,-4.131,-4.219,1119.626,-0.343,558.975,-2.631,8.506,0.750,4,0.436,3,100.000,0.000,0.000,50.187,2,0,17,0,17,6,20,0,0.037
"1ogx_ligand",0,0,0,0,0,1,0,0,266.339,3.746,499.071,219.678,99.845,179.548,0.000,875.544,1.000,2.750,0.0160310,0.0055102,0.8868591,29.958,8.666,12.800,6.773,3.131,-5.250,-4.131,-4.219,1119.624,-0.343,558.973,-2.631,8.506,0.750,4,0.436,3,100.000,0.000,0.000,50.187,2,0,17,0,17,6,20,0,0.037
"1ogg_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1ogd_ligand",5,0,0,0,0,4,1,-1,150.131,2.180,304.034,124.139,179.895,0.000,0.000,473.378,4.000,8.500,0.0100417,0.0559148,0.9661587,10.222,5.283,13.380,15.023,-1.720,-0.860,-0.309,-2.080,194.965,-0.962,84.504,-4.451,10.623,-2.088,3,-0.765,2,57.858,0.000,0.000,96.369,5,0,6,0,6,5,10,0,0.734
"1oe8_ligand",2,1,0,2,2,11,1,-2,307.321,3.250,566.114,177.348,329.491,0.000,59.275,946.724,4.500,8.000,0.0111544,0.0299773,0.8236507,24.671,10.666,19.434,19.575,-3.119,0.014,0.013,1.252,0.042,-2.794,0.107,-8.599,9.496,0.105,7,-1.738,1,0.000,0.000,56.581,196.245,9,1,0,0,0,0,20,2,0.001
"1odj_ligand",2,0,0,0,0,5,0,-2,283.243,5.175,493.421,99.302,342.613,51.506,0.000,814.899,6.000,12.300,0.0328627,0.0610609,0.8551000,23.740,9.829,24.039,23.387,-2.780,-2.007,-1.337,-4.122,5.583,-2.862,1.816,-7.172,8.475,-0.046,4,-0.979,2,11.076,0.000,0.000,172.232,10,1,14,0,14,4,20,1,0.000
"1odi_ligand",0,0,0,0,0,5,0,-2,267.244,7.906,473.588,97.777,273.303,102.508,0.000,789.681,5.000,10.800,0.0791543,0.0509927,0.8724327,23.217,9.317,22.010,20.273,-1.822,-1.812,-1.506,-4.085,25.361,-2.132,9.321,-5.715,8.454,0.208,5,-0.903,2,41.411,0.000,0.000,142.529,9,0,14,0,14,4,19,0,0.008
